"","Var1","Freq"
"7333","true",29
"7334","truly",3
"7335","trumpet",1
"7336","trunk",2
"7337","trunks",1
"7338","trust",16
"7339","trusted",2
"7340","trustees",2
"7341","trusty",2
"7342","truth",15
"7343","try",8
"7344","trying",8
"7345","tube",1
"7346","tubes",1
"7347","tucked",1
"7348","tudor",1
"7349","tuesday",1
"7350","tug",1
"7351","tugged",3
"7352","tugging",1
"7353","tumbled",1
"7354","tumbler",1
"7355","tumultuously",1
"7356","tune",1
"7357","tunes",1
"7358","tunnel",2
"7359","tunnels",1
"7360","turf",1
"7361","turkish",1
"7362","turn",30
"7363","turned",51
"7364","turner",20
"7365","turner's",2
"7366","turning",16
"7367","turns",2
"7368","tut",8
"7369","tweed",3
"7370","twelve",9
"7371","twentieth",2
"7372","twenty",24
"7373","twice",16
"7374","twig",1
"7375","twilight",1
"7376","twinkle",1
"7377","twinkled",4
"7378","twinkling",1
"7379","twins",2
"7380","twist",4
"7381","twisted",10
"7382","twitch",1
"7383","twitching",1
"7384","twitter",1
"7385","two",148
"7386","twopence",2
"7387","tying",1
"7388","type",1
"7389","typewrite",1
"7390","typewriter",3
"7391","typewriting",4
"7392","typewritist",1
"7393","typewritten",6
"7394","u",1
"7395","u.s.a",1
"7396","uffa",1
"7397","ugliness",1
"7398","ugly",1
"7399","ulster",5
"7400","ulsters",1
"7401","ultimate",1
"7402","umbrella",2
"7403","un",1
"7404","unable",5
"7405","unacquainted",1
"7406","unapproachable",1
"7407","unavenged",1
"7408","unbreakable",1
"7409","unburned",1
"7410","unbuttoned",1
"7411","uncarpeted",1
"7412","uncertain",4
"7413","unclasping",1
"7414","unclaspings",1
"7415","uncle",14
"7416","uncle's",5
"7417","uncomfortable",1
"7418","uncommon",1
"7419","uncompromising",1
"7420","unconcerned",1
"7421","uncongenial",1
"7422","unconscious",4
"7423","uncontrollable",3
"7424","uncourteous",1
"7425","uncouth",1
"7426","uncovered",1
"7427","undated",1
"7428","under",43
"7429","undergo",1
"7430","underground",2
"7431","underneath",1
"7432","understand",48
"7433","understanding",2
"7434","understood",3
"7435","undertake",1
"7436","undertaking",1
"7437","undid",1
"7438","undo",1
"7439","undoing",1
"7440","undoubtedly",8
"7441","undue",1
"7442","uneasiness",2
"7443","uneasy",1
"7444","unexpected",2
"7445","unfailingly",1
"7446","unfeigned",1
"7447","unfenced",1
"7448","unfettered",1
"7449","unfinished",1
"7450","unforeseen",4
"7451","unfortunate",10
"7452","unfortunately",3
"7453","ungenerously",1
"7454","ungovernable",1
"7455","ungrateful",3
"7456","unhappy",4
"7457","unhealthy",1
"7458","unheeded",1
"7459","uniform",1
"7460","unimpeachable",2
"7461","unimportant",1
"7462","union",3
"7463","unique",5
"7464","united",3
"7465","unkempt",1
"7466","unknown",5
"7467","unless",11
"7468","unlike",3
"7469","unlikely",3
"7470","unlocked",5
"7471","unlocking",2
"7472","unmarried",1
"7473","unmistakable",1
"7474","unnatural",4
"7475","unnecessary",4
"7476","unnoticed",1
"7477","unobservant",1
"7478","unobserved",1
"7479","unofficial",1
"7480","unopened",1
"7481","unpack",1
"7482","unpacked",1
"7483","unpapered",1
"7484","unpleasant",6
"7485","unpleasantness",1
"7486","unprecedented",1
"7487","unprofitable",1
"7488","unravel",1
"7489","unravelled",1
"7490","unravelling",1
"7491","unreasoning",2
"7492","unrepaired",1
"7493","unseat",1
"7494","unsolved",1
"7495","unsystematic",1
"7496","untamed",1
"7497","unthinkable",1
"7498","until",75
"7499","untimely",1
"7500","unusual",8
"7501","unusually",1
"7502","unwelcome",1
"7503","unwise",1
"7504","unwound",1
"7505","up",302
"7506","upbraided",1
"7507","upon",465
"7508","upper",10
"7509","uppermost",1
"7510","upraised",1
"7511","uproar",1
"7512","upset",1
"7513","upstairs",10
"7514","upward",4
"7515","urged",2
"7516","urgency",1
"7517","urgent",1
"7518","urging",1
"7519","us",183
"7520","usage",1
"7521","use",33
"7522","used",31
"7523","useful",6
"7524","useless",3
"7525","uses",2
"7526","ushered",2
"7527","ushering",1
"7528","using",4
"7529","usual",13
"7530","usually",7
"7531","utilise",1
"7532","utmost",3
"7533","utter",2
"7534","uttered",3
"7535","uttering",1
"7536","utterly",4
"7537","v",2
"7538","vacancies",2
"7539","vacancy",7
"7540","vacant",1
"7541","vacantly",1
"7542","vacuous",2
"7543","vagabond",1
"7544","vagabonds",1
"7545","vague",10
"7546","vagueness",1
"7547","vain",3
"7548","vainly",1
"7549","valet",1
"7550","valid",1
"7551","valise",1
"7552","valley",7
"7553","valuable",6
"7554","value",11
"7555","values",1
"7556","van",1
"7557","vanish",4
"7558","vanished",10
"7559","vanishes",1
"7560","vanishing",3
"7561","variable",1
"7562","varied",2
"7563","varieties",1
"7564","variety",2
"7565","various",1
"7566","vary",1
"7567","vault",3
"7568","vegetables",2
"7569","vegetarian",1
"7570","vehemence",1
"7571","vehicle",1
"7572","veil",8
"7573","veiled",2
"7574","veins",3
"7575","velvet",2
"7576","vengeance",1
"7577","venner",1
"7578","venomous",1
"7579","ventilate",1
"7580","ventilator",14
"7581","ventilators",1
"7582","venture",2
"7583","ventured",2
"7584","verbatim",1
"7585","verbs",1
"7586","verdict",3
"7587","vere",1
"7588","verge",2
"7589","verify",1
"7590","verrons",1
"7591","very",400
"7592","vessel",3
"7593","vessels",1
"7594","vestas",1
"7595","vestige",1
"7596","vestry",1
"7597","vex",1
"7598","vi",2
"7599","vice",2
"7600","victim",5
"7601","victor",1
"7602","victoria",5
"7603","victory",1
"7604","view",15
"7605","viewed",1
"7606","views",2
"7607","vigil",1
"7608","vigorously",3
"7609","vii",2
"7610","viii",2
"7611","vile",4
"7612","vilest",3
"7613","villa",3
"7614","village",7
"7615","villagers",1
"7616","villages",2
"7617","villain",7
"7618","villains",1
"7619","villainy",1
"7620","villas",2
"7621","vincent",5
"7622","violence",11
"7623","violent",7
"7624","violet",4
"7625","violin",4
"7626","virtue",1
"7627","virtues",1
"7628","visible",5
"7629","visit",10
"7630","visited",4
"7631","visiting",1
"7632","visitor",26
"7633","visitor's",1
"7634","visitors",4
"7635","visits",3
"7636","vital",3
"7637","vitriol",1
"7638","vivid",1
"7639","vizard",1
"7640","voice",20
"7641","voices",3
"7642","voila",1
"7643","volcanic",1
"7644","volley",1
"7645","volume",5
"7646","volumes",1
"7647","volunteered",1
"7648","von",4
"7649","voraciously",1
"7650","vote",1
"7651","voters",1
"7652","vouching",1
"7653","vows",2
"7654","vulgar",3
"7655","vulnerable",1
"7656","wadding",1
"7657","waddling",1
"7658","wager",1
"7659","wages",3
"7660","waggled",1
"7661","wagon",1
"7662","wagons",1
"7663","waist",1
"7664","waistcoat",7
"7665","wait",19
"7666","waited",15
"7667","waiter",2
"7668","waiting",34
"7669","wake",3
"7670","walk",15
"7671","walked",28
"7672","walking",14
"7673","walks",4
"7674","wall",14
"7675","wallenstein",1
"7676","wallowed",1
"7677","walls",8
"7678","walsall",1
"7679","walsingham",1
"7680","wander",4
"7681","wandered",4
"7682","wandering",3
"7683","waned",1
"7684","want",28
"7685","wanted",11
"7686","wanting",3
"7687","wants",6
"7688","war",4
"7689","warburton's",1
"7690","wardrobe",2
"7691","warehouse",1
"7692","warm",4
"7693","warmed",1
"7694","warmest",1
"7695","warmly",4
"7696","warmth",1
"7697","warn",2
"7698","warned",1
"7699","warning",6
"7700","warnings",3
"7701","warren",1
"7702","warsaw",2
"7703","was",1410
"7704","wash",3
"7705","washing",1
"7706","wasn't",3
"7707","waste",3
"7708","wasted",3
"7709","wasteful",1
"7710","watch",10
"7711","watched",6
"7712","watching",5
"7713","water",18
"7714","watered",1
"7715","waterloo",8
"7716","waterproof",2
"7717","waters",1
"7718","watson",81
"7719","wave",3
"7720","waved",4
"7721","wavering",1
"7722","waves",1
"7723","waving",2
"7724","wax",2
"7725","waxed",1
"7726","way",116
"7727","waylaid",2
"7728","ways",11
"7729","wayside",2
"7730","wayward",1
"7731","we",524
"7732","we'll",2
"7733","we're",1
"7734","we've",3
"7735","weak",5
"7736","weaken",1
"7737","weakening",1
"7738","weaker",1
"7739","weakness",1
"7740","weaknesses",1
"7741","wealth",3
"7742","wealthy",2
"7743","weapon",8
"7744","wear",9
"7745","wearer",1
"7746","weariness",1
"7747","wearing",3
"7748","wearisome",1
"7749","wears",1
"7750","weary",12
"7751","weather",6
"7752","weave",1
"7753","weaver",1
"7754","web",2
"7755","wedding",22
"7756","wedged",1
"7757","wedlock",1
"7758","wednesday",4
"7759","wee",1
"7760","weed",1
"7761","weedy",1
"7762","week",25
"7763","week's",2
"7764","weekly",1
"7765","weeks",17
"7766","weigh",1
"7767","weighed",2
"7768","weighing",1
"7769","weight",7
"7770","weighted",2
"7771","weird",1
"7772","welcome",1
"7773","welcomed",1
"7774","well",201
"7775","wellington",1
"7776","went",68
"7777","were",349
"7778","west",12
"7779","westaway",1
"7780","westaway's",1
"7781","westbury",1
"7782","western",1
"7783","westhouse",2
"7784","westphail",1
"7785","westward",1
"7786","wet",4
"7787","wharf",3
"7788","wharves",2
"7789","what",387
"7790","what's",3
"7791","whatever",16
"7792","wheal",1
"7793","wheel",1
"7794","wheeled",1
"7795","wheeler",4
"7796","wheels",7
"7797","when",322
"7798","whence",6
"7799","whenever",2
"7800","where",120
"7801","where's",1
"7802","whereabouts",2
"7803","wherever",1
"7804","whether",43
"7805","which",771
"7806","while",66
"7807","whim",2
"7808","whims",1
"7809","whimsical",2
"7810","whine",1
"7811","whined",1
"7812","whip",4
"7813","whipcord",3
"7814","whirling",1
"7815","whishing",1
"7816","whiskered",1
"7817","whiskers",7
"7818","whisky",2
"7819","whisper",1
"7820","whispered",16
"7821","whispering",1
"7822","whistle",10
"7823","whistled",2
"7824","whistles",2
"7825","white",29
"7826","whiten",1
"7827","whiter",1
"7828","whitewashed",4
"7829","whither",1
"7830","whitney",6
"7831","whitney's",2
"7832","whittington",1
"7833","who",271
"7834","whoa",2
"7835","whoever",3
"7836","whole",45
"7837","wholesome",1
"7838","whom",39
"7839","whose",23
"7840","whoso",1
"7841","why",76
"7842","wicked",3
"7843","wickedness",2
"7844","wicker",1
"7845","wicket",1
"7846","wide",3
"7847","widened",2
"7848","widespread",3
"7849","widow",1
"7850","widower",3
"7851","wife",53
"7852","wife's",7
"7853","wig",1
"7854","wight",1
"7855","wigmore",1
"7856","wigs",1
"7857","wild",10
"7858","wilderness",1
"7859","wilful",1
"7860","wilhelm",1
"7861","will",263
"7862","william",5
"7863","willing",5
"7864","willingly",1
"7865","willows",1
"7866","wilson",20
"7867","wilson's",2
"7868","wilton",1
"7869","wimpole",1
"7870","win",1
"7871","winced",1
"7872","winchester",10
"7873","wincing",1
"7874","wind",11
"7875","windfall",1
"7876","windibank",20
"7877","windigate",3
"7878","winding",8
"7879","window",72
"7880","windows",25
"7881","windowsill",1
"7882","winds",2
"7883","wine",2
"7884","wines",1
"7885","wing",7
"7886","wings",2
"7887","wink",2
"7888","winking",1
"7889","winter",1
"7890","wintry",1
"7891","wire",4
"7892","wired",3
"7893","wiry",1
"7894","wisdom",1
"7895","wisely",2
"7896","wiser",2
"7897","wish",44
"7898","wished",12
"7899","wishes",5
"7900","wishing",1
"7901","wisp",1
"7902","wit",2
"7903","wit's",4
"7904","with",830
"7905","withdraw",2
"7906","withdrawn",1
"7907","within",48
"7908","without",73
"7909","witness",15
"7910","witnesses",1
"7911","wits",1
"7912","witted",2
"7913","wives",1
"7914","woke",1
"7915","woman",60
"7916","woman's",11
"7917","womanhood",1
"7918","womanly",2
"7919","women",8
"7920","won",1
"7921","won't",17
"7922","wonder",12
"7923","wondered",1
"7924","wonderful",5
"7925","wonderfully",3
"7926","wondering",5
"7927","wont",2
"7928","wood",13
"7929","woodcock",2
"7930","wooded",1
"7931","wooden",17
"7932","woods",7
"7933","wooing",2
"7934","word",40
"7935","words",46
"7936","wore",8
"7937","work",47
"7938","worked",5
"7939","worker",1
"7940","working",7
"7941","workmen",1
"7942","world",15
"7943","worlds",1
"7944","worm",1
"7945","worms",1
"7946","worn",12
"7947","worry",1
"7948","worrying",2
"7949","worse",5
"7950","worst",3
"7951","worth",10
"7952","worthless",1
"7953","worthy",2
"7954","would",327
"7955","wouldn't",7
"7956","wound",7
"7957","wounded",1
"7958","woven",3
"7959","wrack",1
"7960","wrapped",4
"7961","wreath",1
"7962","wreaths",2
"7963","wreck",2
"7964","wrenching",1
"7965","wretch",1
"7966","wretched",2
"7967","wriggled",1
"7968","wrinkled",4
"7969","wrinkles",2
"7970","wrist",9
"7971","wrists",3
"7972","writ",1
"7973","write",9
"7974","writer",3
"7975","writers",1
"7976","writes",1
"7977","writhed",3
"7978","writhing",3
"7979","writing",12
"7980","writings",1
"7981","written",20
"7982","wrong",15
"7983","wronged",2
"7984","wrongfully",2
"7985","wrote",14
"7986","wrung",3
"7987","x",2
"7988","xi",2
"7989","xii",2
"7990","yard",16
"7991","yards",9
"7992","yawn",2
"7993","yawning",2
"7994","year",29
"7995","years",65
"7996","yell",1
"7997","yelled",3
"7998","yellow",15
"7999","yes",125
"8000","yesterday",13
"8001","yet",88
"8002","yonder",1
"8003","you",1481
"8004","you'd",2
"8005","you'll",10
"8006","you're",3
"8007","you've",3
"8008","young",81
"8009","younger",3
"8010","youngster",2
"8011","your",396
"8012","yours",18
"8013","yourself",42
"8014","yourselves",4
"8015","youth",7
"8016","zealand",1
"8017","zero",2
"8018","zest",1
"8019","zigzag",1
